"","dw_mobilerecording_id","dw_mobilerecordingchunk_id","st_mobilerecordingchunk_id","dw_patient_id.y","st_patient_id.y","st_mobilerecording_id.y","chunk_number","frame_nr","pcm_LOGenergy_sma","pcm_zcr_sma","voiceprob_sma","f0_sma","f0env_sma","pcm_fftMag_fband0-250_sma","pcm_fftMag_fband0-650_sma","pcm_fftMag_spectralRollOff25_0_sma","pcm_fftMag_spectralRollOff50_0_sma","pcm_fftMag_spectralRollOff75_0_sma","pcm_fftMag_spectralRollOff90_0_sma","pcm_fftmag_spectralflux_sma","pcm_fftmag_spectralcentroid_sma","pcm_fftmag_spectralmaxpos_sma","pcm_fftmag_spectralminpos_sma","f0final_sma","voicingfinalunclipped_sma","jitterlocal_sma","jitterddp_sma","shimmerlocal_sma","loghnr_sma","audspec_lengthl1norm_sma","audspecrasta_lengthl1norm_sma","pcm_rmsenergy_sma","audSpec_Rfilt_sma_compare_0_","audSpec_Rfilt_sma_compare_1_","audSpec_Rfilt_sma_compare_2_","audSpec_Rfilt_sma_compare_3_","audSpec_Rfilt_sma_compare_4_","audSpec_Rfilt_sma_compare_5_","audSpec_Rfilt_sma_compare_6_","audSpec_Rfilt_sma_compare_7_","audSpec_Rfilt_sma_compare_8_","audSpec_Rfilt_sma_compare_9_","audSpec_Rfilt_sma_compare_10_","audSpec_Rfilt_sma_compare_11_","audSpec_Rfilt_sma_compare_12_","audSpec_Rfilt_sma_compare_13_","audSpec_Rfilt_sma_compare_14_","audSpec_Rfilt_sma_compare_15_","audSpec_Rfilt_sma_compare_16_","audSpec_Rfilt_sma_compare_17_","audSpec_Rfilt_sma_compare_18_","audSpec_Rfilt_sma_compare_19_","audSpec_Rfilt_sma_compare_20_","audSpec_Rfilt_sma_compare_21_","audSpec_Rfilt_sma_compare_22_","audSpec_Rfilt_sma_compare_23_","audSpec_Rfilt_sma_compare_24_","audSpec_Rfilt_sma_compare_25_","pcm_fftMag_fband250-650_sma_compare","pcm_fftMag_fband1000-4000_sma_compare","pcm_fftmag_spectralentropy_sma_compare","pcm_fftmag_spectralvariance_sma_compare","pcm_fftmag_spectralskewness_sma_compare","pcm_fftmag_spectralkurtosis_sma_compare","pcm_fftmag_psysharpness_sma_compare","pcm_fftmag_spectralharmonicity_sma_compare","loudness_sma3","alpharatio_sma3","hammarbergindex_sma3","slope0-500_sma3","slope500-1500_sma3","F0semitoneFrom27_5Hz_sma3nz","logRelF0-H1-H2_sma3nz","logRelF0-H1-A3_sma3nz","f1frequency_sma3nz","f1bandwidth_sma3nz","f1amplitudelogrelf0_sma3nz","f2frequency_sma3nz","f2amplitudelogrelf0_sma3nz","f3frequency_sma3nz","f3amplitudelogrelf0_sma3nz","pcm_fftMag_mfcc_0_","pcm_fftMag_mfcc_1_","pcm_fftMag_mfcc_2_","pcm_fftMag_mfcc_3_","pcm_fftMag_mfcc_4_","pcm_fftMag_mfcc_5_","pcm_fftMag_mfcc_6_","pcm_fftMag_mfcc_7_","pcm_fftMag_mfcc_8_","pcm_fftMag_mfcc_9_","pcm_fftMag_mfcc_10_","pcm_fftMag_mfcc_11_","pcm_fftMag_mfcc_12_","id","missing_mobilerecording_flag","etl_insert_date.y","etl_last_update_date.y","insert_job_id.y","update_job_id.y"
"79",21987,211089265,209089259,118,10,21987,1,21,-19.07998,0.11,0.8778124,222.2222,245.0184,0.0000000004116251,0.0000009591839,437.5,458.3333,468.75,500,0.0001798269,591.6984,437.5,1281.25,0,0,0,0,0,-100,0.01093435,0.967676,0.0003348506,0.0792827,0.1588097,0.2778998,0.3925036,0.4991039,0.6378613,0.7331541,0.8320034,1.143649,0.7778926,0.8959243,0.8835303,1.094857,1.113466,1.039768,1.122937,1.078441,1.161838,1.247684,1.382213,1.41466,1.303834,1.535762,1.60696,1.360199,1.385342,0.000007059613,0.00000002997898,2.077183,13478.73,15.97852,356.7256,0.4951048,0.000002872496,0.01028677,-25.0847,37.08746,0.1009971,0.0240107,0,0,0,807.2206,1370.895,-201,1898.785,-201,3081.115,-201,-7.111746,-17.12815,-29.08078,-35.66706,-31.68718,-12.14629,34.89096,44.44841,19.20135,3.933132,-14.12768,-28.80103,41.94185,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"80",21987,211089264,209089258,118,10,21987,1,20,-19.15467,0.11,0.872307,224.4009,252.6171,0.000000000494197,0.0000008826112,437.5,447.9167,468.75,500,0.0001852409,603.512,437.5,1260.417,0,0,0,0,0,-100,0.01096925,0.9816813,0.0003184172,0.08418137,0.1896206,0.3157482,0.3630303,0.5056449,0.6215573,0.7146034,0.8068042,1.16116,0.7844548,0.8647881,0.872168,1.0873,1.100147,1.06808,1.144659,1.168738,1.132691,1.300282,1.413252,1.470829,1.369021,1.522081,1.619381,1.373117,1.470373,0.000006305744,0.00000003148137,2.07634,16769.07,16.42819,345.9127,0.4975046,0.000002540987,0.0103177,-25.05324,37.08101,0.09786113,0.02390097,0,0,0,1032.021,1538.421,-201,2055.504,-201,3172.389,-201,-8.630863,-10.43663,-36.47173,-33.70668,-20.28274,-0.6228677,31.067,29.79347,28.15678,-1.905286,-17.64441,-41.50246,42.65518,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"81",21987,211089263,209089257,118,10,21987,1,19,-19.23294,0.11,0.867161,226.5795,262.0226,0.0000000008802472,0.0000008071727,437.5,447.9167,468.75,770.8333,0.0001974243,610.239,437.5,2416.667,0,0,0,0,0,-100,0.01081929,1.006571,0.0003059072,0.09003633,0.2225618,0.3638418,0.3488151,0.521553,0.6101814,0.6989877,0.7791778,1.142705,0.8071127,0.8282259,0.8549426,1.035671,1.073584,1.137327,1.192257,1.268451,1.180787,1.346552,1.492309,1.580036,1.466906,1.530222,1.600036,1.410509,1.588055,0.000005809149,0.00000002991485,2.10797,18255.76,15.32692,300.1952,0.496712,0.000002365902,0.01063693,-23.1942,36.52626,0.10864,0.02877679,0,0,0,1071.122,1505.785,-201,2070.868,-201,3044.909,-201,-10.4298,-10.75598,-33.8218,-36.88111,-27.84254,-12.24933,29.23678,41.23342,19.80515,2.82338,-13.48037,-24.25867,42.99221,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"82",21987,211089262,209089256,118,10,21987,1,18,-19.25111,0.11,0.8558169,236.4714,273.8369,0.000000001046144,0.0000007814851,437.5,458.3333,468.75,1062.5,0.0002160741,643.1429,437.5,2427.083,0,0,0,0,0,-100,0.01088085,1.039256,0.0002970879,0.09403595,0.2290239,0.3811051,0.3576954,0.5343133,0.6046498,0.6895401,0.7610891,1.108215,0.8268819,0.8151614,0.8435593,1.004684,1.07341,1.216095,1.246707,1.301081,1.239568,1.367862,1.611388,1.738139,1.613115,1.585073,1.578701,1.464662,1.734902,0.000005280183,0.00000003461728,2.167422,19498.79,13.90821,262.0414,0.495315,0.000002191932,0.01074592,-23.2713,35.70311,0.1069327,0.0262449,0,0,0,1200.37,1544.132,-201,2158.369,-201,3124.669,-201,-7.072088,-14.19404,-28.07551,-29.16425,-22.16652,-10.37382,35.05644,43.72033,25.78618,13.08466,-30.60595,-33.61628,42.1079,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"83",21987,211089261,209089255,118,10,21987,1,17,-19.25114,0.11,0.8224499,246.3632,286.2921,0.000000001005703,0.0000007459577,437.5,468.75,468.75,1729.167,0.0002237228,735.7978,437.5,1291.667,0,0,0,0,0,-100,0.01088905,1.062841,0.000290038,0.1004875,0.2090697,0.3535327,0.3699738,0.5285654,0.6025358,0.6843557,0.7523527,1.062082,0.7991524,0.8426966,0.863627,0.9909531,1.077908,1.254897,1.276519,1.257518,1.202269,1.336764,1.69659,1.8853,1.814921,1.732147,1.599175,1.523864,1.816604,0.000005120151,0.00000003551946,2.1853,23726.85,13.29878,238.5163,0.4946566,0.000002135165,0.01082739,-23.6978,36.25526,0.107693,0.02409907,0,0,0,934.7676,1444.501,-201,1982.739,-201,2982.973,-201,-4.725658,-7.096808,-18.13433,-34.55678,-27.34901,-3.823993,22.22786,24.1719,16.69342,0.435541,-17.27271,-35.79499,45.53327,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"84",21987,211089260,209089254,118,10,21987,1,16,-19.22432,0.11,0.8256763,246.3632,299.6017,0.0000000007415702,0.0000007632909,437.5,468.75,468.75,1739.583,0.0002241843,743.012,437.5,114.5833,0,0,0,0,0,-100,0.01130583,1.080153,0.0002848301,0.1063476,0.1825496,0.3182305,0.4007817,0.5298173,0.6024001,0.6818084,0.7502992,1.029074,0.7580214,0.851653,0.8714542,1.008194,1.121723,1.295798,1.26112,1.194837,1.128248,1.322397,1.747603,2.014585,1.981538,1.900147,1.669452,1.575733,1.780154,0.000004872137,0.00000004682548,2.197299,36788.7,11.67031,169.7576,0.4971332,0.000002051917,0.01079185,-24.7489,36.60352,0.09810916,0.02132139,0,0,0,602.6369,1437.063,-201,1591.411,-201,2598.392,-201,-8.1695,-3.947832,-24.91264,-32.96952,-33.72699,-3.025679,25.76458,28.50653,8.215849,3.860026,-22.93434,-33.94912,45.14904,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"85",21987,211089259,209089253,118,10,21987,1,15,-19.2506,0.11,0.825009,238.65,317.3479,0.0000000006940453,0.0000007376087,437.5,468.75,468.75,2114.583,0.0002378632,755.1724,437.5,135.4167,0,0,0,0,0,-100,0.01126997,1.084353,0.0002841472,0.1075313,0.1694399,0.2973501,0.4026528,0.5202711,0.6040205,0.6814315,0.7513859,1.019027,0.7495658,0.8293555,0.8632649,1.039801,1.19747,1.325436,1.201641,1.149885,1.050731,1.314621,1.697191,2.085426,2.042763,2.003351,1.765177,1.642786,1.681616,0.000005061696,0.00000004803618,2.192753,36535.39,11.63818,169.9028,0.4972136,0.000002102785,0.01081906,-24.49665,37.99829,0.1033274,0.02059567,0,0,0,201.3049,1569.196,-201,1303.44,-201,2396.595,-201,-13.81545,-12.12301,-30.31133,-28.53917,-15.5513,3.984695,42.85888,43.03994,27.49179,28.18497,-28.45371,-29.07398,44.15683,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"86",21987,211089258,209089252,118,10,21987,1,14,-19.23743,0.11,0.8271896,257.6471,343.5805,0.0000000006881122,0.0000007512285,437.5,468.75,468.75,2072.917,0.0002377066,742.5928,437.5,93.75,0,0,0,0,0,-100,0.01112774,1.10393,0.00028327,0.09527061,0.1620697,0.2933291,0.4023784,0.5260127,0.6042761,0.68073,0.7485881,1.065286,0.8257584,0.7837803,0.8388808,1.093204,1.278855,1.317572,1.144358,1.198017,1.098356,1.377885,1.657216,2.149173,2.016054,2.064868,1.886423,1.739748,1.654079,0.000004885432,0.00000004773251,2.2062,37265,11.09155,153.5101,0.4970593,0.000002029439,0.01093435,-23.75512,36.44336,0.1062333,0.01788007,0,0,0,247.2634,1477.735,-201,1298.972,-201,2391.754,-201,-8.286295,-9.934441,-19.58482,-36.02442,-20.41932,-19.07425,29.87084,35.38203,15.33553,19.24353,-20.72336,-31.01303,45.36765,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"87",21987,211089257,209089251,118,10,21987,1,13,-19.23574,0.11,0.8238956,316.456,372.2249,0.0000000005306592,0.0000007562145,437.5,458.3333,468.75,1979.167,0.0002349874,731.5378,437.5,552.0833,0,0,0,0,0,-100,0.01126383,1.128419,0.0002834357,0.07828084,0.1560343,0.2872758,0.4131922,0.5448991,0.6049069,0.6821861,0.7500188,1.100467,0.9085171,0.7537044,0.8229404,1.157377,1.32223,1.256318,1.127471,1.30618,1.220267,1.503692,1.678498,2.174853,1.961326,2.076652,1.969028,1.778948,1.703637,0.000005007098,0.0000000507589,2.203579,34386.95,11.22393,155.638,0.4973524,0.000002067469,0.01096925,-23.08008,34.81749,0.1135907,0.01899184,0,0,0,533.9635,1403.607,-201,1608.079,-201,2676.227,-201,-9.877237,-5.201874,-28.07331,-29.40702,-25.43641,-25.72738,43.73096,39.98977,29.37124,10.66315,-7.747566,-29.37299,43.04223,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"88",21987,211089256,209089250,118,10,21987,1,12,-19.22494,0.11,0.8167626,383.4132,390.8146,0.0000000007626102,0.0000007630164,437.5,458.3333,468.75,1875,0.0002172402,733.2307,437.5,572.9167,0,0,0,0,0,-100,0.01123721,1.155251,0.0002842331,0.06184225,0.1441776,0.2799866,0.4683978,0.5925429,0.6021605,0.6814532,0.7516696,1.136069,0.9384732,0.7638593,0.8334773,1.18033,1.276189,1.134646,1.154171,1.376231,1.342458,1.638865,1.765589,2.164743,2.001955,2.093511,2.037499,1.803748,1.812475,0.000005025326,0.00000005019056,2.169167,33354.45,11.59315,166.8334,0.4978682,0.00000209697,0.0108193,-23.00637,34.2075,0.1030897,0.01918665,0,0,0,610.6097,1260.522,-201,1599.539,-201,2638.365,-201,-13.41982,-8.508512,-30.10551,-29.78424,-26.17729,-6.510838,34.2831,31.44896,15.56522,3.693922,-25.64498,-30.22708,45.35703,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"89",21987,211089255,209089249,118,10,21987,1,11,-19.23116,0.11,0.8259146,426.4197,393.2817,0.0000000008474268,0.0000007720694,437.5,458.3333,468.75,1708.333,0.0002076984,702.3428,437.5,604.1667,0,0,0,0,0,-100,0.01153413,1.180611,0.0002860467,0.05381579,0.1379362,0.2814943,0.5426529,0.6451386,0.5989654,0.6799847,0.7576287,1.170623,0.9027836,0.7995293,0.8503371,1.150258,1.182016,1.052925,1.235321,1.400779,1.462156,1.764025,1.888171,2.13563,2.055256,2.042219,2.066189,1.866298,1.973741,0.000005061108,0.00000005142932,2.169666,34303.91,11.72703,167.9716,0.4992186,0.000002113929,0.01093763,-21.99497,32.68406,0.1103209,0.02142932,0,0,0,797.5173,1441.628,-201,1800.758,-201,2796.107,-201,-12.13344,-16.33702,-24.40667,-29.73343,-18.39568,2.445884,42.2851,41.60913,26.13802,11.50354,-22.59603,-33.43766,43.85242,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"90",21987,211089254,209089248,118,10,21987,1,10,-19.24888,0.11,0.8178678,439.5061,382.2357,0.0000000008777465,0.000000748711,437.5,468.75,468.75,2010.417,0.000208803,739.3331,437.5,125,0,0,0,0,0,-100,0.01139753,1.193531,0.0002877107,0.05199268,0.1356603,0.2840488,0.5779631,0.6631941,0.5971369,0.6783794,0.7636037,1.232435,0.8820694,0.86984,0.8881875,1.077154,1.108907,1.040217,1.315874,1.386508,1.518705,1.737498,1.917987,2.124174,2.058443,1.921323,2.101617,1.976632,2.122263,0.000005126839,0.00000004413391,2.1692,29682.6,12.26829,183.6099,0.4981348,0.000002110254,0.01110335,-21.60848,32.31105,0.1092446,0.0214956,0,0,0,507.3958,1576.005,-201,1504.138,-201,2464.34,-201,-11.16167,-10.79671,-29.40817,-37.96679,-36.32858,-22.05825,13.53035,20.61695,26.7648,-1.990921,-10.50339,-20.70189,45.06655,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"91",21987,211089253,209089247,118,10,21987,1,9,-19.246,0.11,0.8282587,296.2963,363.1456,0.0000000005242676,0.0000007524538,437.5,468.75,468.75,1802.083,0.0002161737,728.9478,437.5,145.8333,0,0,0,0,0,-100,0.01155441,1.186994,0.0002840925,0.05151252,0.1366063,0.2909423,0.5809887,0.6459008,0.5980822,0.6788979,0.7671101,1.268401,0.9372809,0.9493322,0.9344888,1.023285,1.100582,1.074088,1.37226,1.411102,1.518649,1.603597,1.856594,2.062211,1.91764,1.769981,2.101797,2.050847,2.159657,0.000004972587,0.00000004253702,2.210746,34773.16,12.05878,169.3902,0.4988031,0.000002032207,0.01155441,-20.73564,30.19249,0.113275,0.01906742,0,0,0,838.7819,1771.514,-201,1793.226,-201,2728.522,-201,-11.37792,-5.166618,-24.33224,-38.56328,-31.64669,-21.13894,16.46497,35.89207,22.97095,7.286128,-20.14864,-24.48283,45.25981,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"92",21987,211089252,209089246,118,10,21987,1,8,-19.23667,0.11,0.8363441,148.1481,347.7647,0.000000000539988,0.0000007622675,437.5,468.75,468.75,1510.417,0.0002115251,715.9373,437.5,229.1667,0,0,0,0,0,-100,0.01150107,1.148081,0.0002827782,0.05441368,0.1399277,0.2967434,0.5589979,0.5988262,0.6016383,0.6834618,0.7725498,1.192548,1.030902,1.012855,0.9844255,0.9956682,1.140762,1.10543,1.366706,1.445911,1.423077,1.401583,1.724191,1.959827,1.689927,1.641104,2.036148,1.983183,2.009307,0.000005017514,0.00000004340818,2.197792,32868.16,12.45006,183.5872,0.4995138,0.000002048244,0.01150107,-20.69543,31.17351,0.1090792,0.02150063,0,0,0,602.4658,1711.771,-201,1594.185,-201,2520.177,-201,-10.93592,-9.735282,-31.7598,-42.09465,-30.55652,-1.960228,16.63352,17.64327,19.05773,12.00245,-20.38097,-25.14997,45.08855,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"93",21987,211089251,209089245,118,10,21987,1,7,-19.22803,0.11,0.8578879,148.1481,338.9757,0.0000000006228766,0.0000007921294,437.5,458.3333,468.75,1010.417,0.0001895526,649.8333,437.5,1010.417,0,0,0,0,0,-100,0.01151801,1.087827,0.0002849617,0.0628344,0.1493236,0.3058908,0.5451733,0.5640891,0.605909,0.6888601,0.7744529,1.039368,1.071866,1.029014,1.019231,0.9881837,1.155239,1.09914,1.297833,1.423679,1.321292,1.281159,1.575159,1.747397,1.490019,1.568597,1.888886,1.821298,1.769615,0.000005073236,0.00000004108871,2.200761,31659.68,12.83904,196.9022,0.4998515,0.000002098212,0.01151801,-20.98862,31.29335,0.1112554,0.01919213,0,0,0,848.9517,1600.429,-201,1884.177,-201,2804.929,-201,-11.24196,-12.74322,-28.45331,-33.10276,-33.86666,-3.913184,14.27522,36.5549,22.264,12.47958,-17.2534,-30.0661,44.99126,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"94",21987,211089250,209089244,118,10,21987,1,6,-19.22508,0.11,0.8803703,296.2963,327.2569,0.0000000007292522,0.0000008168036,437.5,447.9167,468.75,656.25,0.0001580263,591.1021,437.5,958.3333,0,0,0,0,0,-100,0.01112195,1.02679,0.0002910025,0.07769715,0.1696973,0.309771,0.4955352,0.5362248,0.6109769,0.6940656,0.7742333,0.891835,1.010954,0.9954131,1.016102,1.000919,1.134126,1.102566,1.224416,1.338462,1.260353,1.257852,1.447848,1.555984,1.397566,1.502944,1.677272,1.63601,1.577709,0.000005257857,0.00000003524493,2.163402,23899.66,13.78367,254.2394,0.497972,0.000002184447,0.01112195,-22.01091,33.2845,0.1079227,0.02319934,0,0,0,520.191,1448.76,-201,1615.525,-201,2625.788,-201,-10.44657,-12.889,-32.77081,-28.74945,-35.75887,-9.357161,16.70022,18.11183,26.36276,11.02549,-20.53864,-37.59871,45.11519,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"95",21987,211089249,209089243,118,10,21987,1,5,-19.23471,0.11,0.9009728,444.4444,299.9132,0.0000000007521833,0.0000008264125,437.5,437.5,468.75,489.5833,0.0001451577,547.6816,437.5,895.8333,0,0,0,0,0,-100,0.01074227,0.9887175,0.0002952134,0.09110034,0.1884596,0.3110542,0.4532672,0.5272369,0.614712,0.6967131,0.7714989,0.8346338,0.9325147,0.9606821,1.003529,1.014017,1.094406,1.109096,1.173852,1.254836,1.251604,1.275062,1.363005,1.421769,1.382949,1.458122,1.529746,1.512458,1.480329,0.000005403075,0.00000002728173,2.148504,17316.72,14.9525,314.1139,0.4964079,0.000002233581,0.01074227,-23.19855,34.78434,0.1037753,0.02240269,0,0,0,836.9272,1356.354,-201,1852.767,-201,2791.235,-201,-4.351823,-13.02882,-29.93066,-29.52879,-26.47887,-3.153081,19.17587,22.55154,28.54597,16.26163,-19.42595,-38.46951,42.59488,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"96",21987,211089248,209089242,118,10,21987,1,4,-19.22043,0.11,0.9083522,444.4444,251.7361,0.0000000008299146,0.0000008412514,437.5,437.5,468.75,489.5833,0.0001349079,544.1409,437.5,1187.5,0,0,0,0,0,-100,0.01033191,0.9724892,0.0002975595,0.09751149,0.199426,0.3106205,0.4211813,0.5243252,0.6166331,0.697463,0.7679217,0.8299124,0.8854844,0.9364831,0.9844052,1.03037,1.075144,1.119193,1.162728,1.205754,1.248096,1.289417,1.329193,1.366651,1.400627,1.429322,1.449942,1.458294,1.448623,0.000005471544,0.00000002368861,2.175471,13464.32,13.66787,310.4302,0.4907266,0.000002272412,0.01033191,-23.77371,36.53941,0.09143183,0.0243314,0,0,0,622.288,1471.174,-201,1638.984,-201,2787.81,-201,-4.578946,-12.22359,-24.68996,-26.11726,-31.21646,-8.746079,19.80593,32.59846,32.45876,14.22986,-24.56355,-41.09168,41.5382,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"97",21987,211089247,209089241,118,10,21987,1,3,-19.19125,0.1066667,0.9098266,444.4444,187.5,0.000000000836446,0.0000008687773,437.5,437.5,468.75,489.5833,0.0002548611,538.5381,437.5,1718.75,0,0,0,0,0,-100,0.01024137,0.9724892,0.0003015772,0.09751149,0.199426,0.3106205,0.4211813,0.5243252,0.6166331,0.697463,0.7679217,0.8299124,0.8854844,0.9364831,0.9844052,1.03037,1.075144,1.119193,1.162728,1.205754,1.248096,1.289417,1.329193,1.366651,1.400627,1.429322,1.449942,1.458294,1.448623,0.000005566051,0.00000002410385,2.174182,13246.33,13.24433,303.228,0.489442,0.000002318907,0.01024137,-23.7628,36.64136,0.09510857,0.02215161,0,0,0,884.3345,1452.763,-201,2016.723,-201,3071.483,-201,-6.006468,-11.33147,-20.93841,-24.37591,-26.89915,3.573359,22.94914,40.66993,50.2026,5.080923,-24.47496,-45.06658,41.04505,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"98",21987,211089246,209089240,118,10,21987,1,2,-19.39528,0.08833333,0.8408249,296.2963,101.8518,0.000000005514353,0.0000007320029,427.0833,447.9167,479.1667,614.5833,0.0002063553,561.8271,437.5,2812.5,0,0,0,0,0,-100,0.01019906,0.9724892,0.0003057041,0.09751149,0.199426,0.3106205,0.4211813,0.5243252,0.6166331,0.697463,0.7679217,0.8299124,0.8854844,0.9364831,0.9844052,1.03037,1.075144,1.119193,1.162728,1.205754,1.248096,1.289417,1.329193,1.366651,1.400627,1.429322,1.449942,1.458294,1.448623,0.000005763328,0.00000002529092,2.176523,12751.17,12.79937,305.0146,0.4886378,0.000002392444,0.01019906,-23.70593,36.8769,0.09093588,0.02389038,0,0,0,621.4952,1458.249,-201,1801.462,-201,3006.981,-201,-2.489005,-11.51517,-23.53327,-20.70615,-16.04403,4.031996,43.96347,41.28093,30.41801,11.85036,-21.34431,-38.01823,42.17348,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"99",21987,211089245,209089239,118,10,21987,1,1,-19.60033,0.07,0.7703931,148.1481,37.03704,0.00000001014402,0.0000005908034,416.6667,458.3333,489.5833,750,0.0001665255,588.6224,437.5,2875,0,0,0,0,0,-100,0.01011433,0.9724892,0.0003088495,0.09751149,0.199426,0.3106205,0.4211813,0.5243252,0.6166331,0.697463,0.7679217,0.8299124,0.8854844,0.9364831,0.9844052,1.03037,1.075144,1.119193,1.162728,1.205754,1.248096,1.289417,1.329193,1.366651,1.400627,1.429322,1.449942,1.458294,1.448623,0.000005874541,0.00000002459102,2.128377,11318.14,14.6599,365.3215,0.4917262,0.000002423972,0.01011433,-23.86693,36.99639,0.09508242,0.02525166,0,0,0,606.9534,1423.567,-201,1733.522,-201,2843.758,-201,-5.219796,-12.06727,-23.61838,-26.13269,-26.62529,-5.843221,37.30065,44.72903,22.61949,14.65677,-30.58685,-45.15811,40.38815,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"100",21987,211086362,209086356,118,10,21987,0,99,-21.30928,0.135,0.1927112,0,0,0.000000001592918,0.000000008839844,1291.667,1937.5,3083.333,3437.5,0.0002123048,2080.309,2416.667,1510.417,0,0,0,0,0,-100,0.00763926,0.8668849,0.00007113566,0.1464417,0.2309043,0.2989416,0.442169,0.5209443,0.5776672,0.6872676,0.8627821,0.8493872,0.8035107,0.7378004,0.7172113,0.759698,0.885813,1.111367,1.138492,0.9908471,1.014009,1.120369,1.146149,1.049479,1.063067,1.351652,1.469827,1.314317,1.248896,0.00000004826752,0.0000000433158,5.366281,440002.7,2.832732,11.87802,0.3312488,0.00000003508789,0.00763926,-9.073229,20.09303,0.005717561,0.035792,0,0,0,614.1873,1380.271,-201,1576.294,-201,2683.952,-201,-11.61959,-11.04613,-2.689691,-2.662081,-19.73183,-4.784945,-1.445921,5.942815,10.0078,1.917895,8.76292,-1.579339,42.06852,"88c5d1a5-2628-4694-b7f0-ad1b3af12bc0",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"101",21987,211086361,209086355,118,10,21987,0,98,-21.3222,0.1183333,0.2371527,0,0,0.000000002594574,0.00000001032585,1250,1968.75,2989.583,3375,0.000240721,2051.711,2500,1322.917,0,0,0,0,0,-100,0.007806994,0.8773973,0.00007337148,0.175523,0.2973601,0.3731749,0.5064829,0.5480375,0.6145523,0.7232819,0.9172222,0.9226418,0.7900268,0.6765637,0.6689477,0.7525746,0.8955021,1.05966,1.100903,1.074765,1.045572,1.22798,1.17803,1.069511,0.9931264,1.263216,1.456391,1.280703,1.200583,0.000000063459,0.00000004707308,5.355959,452916,2.73726,11.10348,0.3440435,0.0000000401557,0.007806994,-8.813939,19.40715,0.009494768,0.03588078,0,0,0,495.3402,1571.582,-201,1362.059,-201,2488.614,-201,-12.62223,-3.758238,-2.70353,4.544335,-12.70041,6.085986,8.735145,-7.621027,0.5400608,5.9394,10.58949,-1.908274,40.52932,"88c5d1a5-2628-4694-b7f0-ad1b3af12bc0",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
